;Scopy version,f4beeb1
;Exported on,Freitag August 30/08/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1424,0.00964,-2.23768,-0.059357
1425,0.00965,-2.22098,-0.059357
1426,0.00966,-2.20428,-0.059357
1427,0.00967,-2.20428,-0.059357
1428,0.00968,-2.18757,-0.059357
1429,0.00969,-2.17087,-0.059357
1430,0.0097,-2.13746,-0.059357
1431,0.00971,-2.13746,-0.059357
1432,0.00972,-2.12076,-0.0760607
1433,0.00973,-2.10405,-0.059357
1434,0.00974,-2.10405,-0.0927645
1435,0.00975,-2.08735,-0.059357
1436,0.00976,-2.07065,-0.059357
1437,0.00977,-2.03724,-0.059357
1438,0.00978,-2.02053,-0.059357
1439,0.00979,-2.00383,-0.059357
1440,0.0098,-1.98713,-0.059357
1441,0.00981,-1.95372,-0.059357
1442,0.00982,-1.95372,-0.059357
1443,0.00983,-1.93702,-0.059357
1444,0.00984,-1.92031,-0.059357
1445,0.00985,-1.92031,-0.0760607
1446,0.00986,-1.90361,-0.0760607
1447,0.00987,-1.8869,-0.0760607
1448,0.00988,-1.8702,-0.0760607
1449,0.00989,-1.8535,-0.059357
1450,0.0099,-1.82009,-0.059357
1451,0.00991,-1.80339,-0.059357
1452,0.00992,-1.76998,-0.059357
1453,0.00993,-1.76998,-0.059357
1454,0.00994,-1.75327,-0.059357
1455,0.00995,-1.73657,-0.059357
1456,0.00996,-1.71987,-0.059357
1457,0.00997,-1.70316,-0.059357
1458,0.00998,-1.70316,-0.059357
1459,0.00999,-1.68646,-0.0760607
1460,0.01,-1.65305,-0.0760607
1461,0.01001,-1.65305,-0.0760607
1462,0.01002,-1.63635,-0.0760607
1463,0.01003,-1.60294,-0.0760607
1464,0.01004,-1.58624,-0.0760607
1465,0.01005,-1.58624,-0.0760607
1466,0.01006,-1.55283,-0.0760607
1467,0.01007,-1.53613,-0.059357
1468,0.01008,-1.53613,-0.059357
1469,0.01009,-1.50272,-0.059357
1470,0.0101,-1.48602,-0.059357
1471,0.01011,-1.46931,-0.059357
1472,0.01012,-1.45261,-0.059357
1473,0.01013,-1.4359,-0.059357
1474,0.01014,-1.4359,-0.059357
1475,0.01015,-1.4192,-0.059357
1476,0.01016,-1.4025,-0.059357
1477,0.01017,-1.36909,-0.0760607
1478,0.01018,-1.36909,-0.0760607
1479,0.01019,-1.33568,-0.0760607
1480,0.0102,-1.31898,-0.0760607
1481,0.01021,-1.30227,-0.0760607
1482,0.01022,-1.28557,-0.0760607
1483,0.01023,-1.26887,-0.0426533
1484,0.01024,-1.26887,-0.0760607
1485,0.01025,-1.25216,-0.0760607
1486,0.01026,-1.23546,-0.0760607
1487,0.01027,-1.23546,-0.0760607
1488,0.01028,-1.20205,-0.0760607
1489,0.01029,-1.20205,-0.059357
1490,0.0103,-1.15194,-0.0760607
1491,0.01031,-1.13524,-0.0760607
1492,0.01032,-1.11853,-0.0760607
1493,0.01033,-1.11853,-0.0760607
1494,0.01034,-1.10183,-0.0760607
1495,0.01035,-1.08513,-0.0760607
1496,0.01036,-1.06842,-0.0760607
1497,0.01037,-1.05172,-0.0760607
1498,0.01038,-1.03501,-0.0760607
1499,0.01039,-1.03501,-0.0760607
1500,0.0104,-1.00161,-0.059357
1501,0.01041,-0.984903,-0.059357
1502,0.01042,-0.9682,-0.0760607
1503,0.01043,-0.951496,-0.0760607
1504,0.01044,-0.918089,-0.0760607
1505,0.01045,-0.918089,-0.0760607
1506,0.01046,-0.901385,-0.0760607
1507,0.01047,-0.884681,-0.0760607
1508,0.01048,-0.884681,-0.0760607
1509,0.01049,-0.851274,-0.0760607
1510,0.0105,-0.83457,-0.0760607
1511,0.01051,-0.817866,-0.0760607
1512,0.01052,-0.801163,-0.0760607
1513,0.01053,-0.784459,-0.0760607
1514,0.01054,-0.767755,-0.0760607
1515,0.01055,-0.751051,-0.059357
1516,0.01056,-0.70094,-0.059357
1517,0.01057,-0.734348,-0.059357
1518,0.01058,-0.684236,-0.059357
1519,0.01059,-0.667533,-0.059357
1520,0.0106,-0.667533,-0.059357
1521,0.01061,-0.650829,-0.0927645
1522,0.01062,-0.650829,-0.059357
1523,0.01063,-0.617422,-0.0760607
1524,0.01064,-0.600718,-0.0760607
1525,0.01065,-0.584014,-0.0760607
1526,0.01066,-0.56731,-0.0760607
1527,0.01067,-0.550607,-0.0760607
1528,0.01068,-0.533903,-0.0760607
1529,0.01069,-0.533903,-0.0760607
1530,0.0107,-0.517199,-0.0760607
1531,0.01071,-0.500496,-0.0760607
1532,0.01072,-0.467088,-0.0760607
1533,0.01073,-0.450384,-0.0760607
1534,0.01074,-0.450384,-0.0760607
1535,0.01075,-0.416977,-0.059357
1536,0.01076,-0.400273,-0.0426533
1537,0.01077,-0.38357,-0.0760607
1538,0.01078,-0.366866,-0.0760607
1539,0.01079,-0.366866,-0.0760607
1540,0.0108,-0.350162,-0.059357
1541,0.01081,-0.316755,-0.059357
1542,0.01082,-0.316755,-0.059357
1543,0.01083,-0.300051,-0.059357
1544,0.01084,-0.283347,-0.059357
1545,0.01085,-0.283347,-0.059357
1546,0.01086,-0.233236,-0.0760607
1547,0.01087,-0.216532,-0.0760607
1548,0.01088,-0.199829,-0.059357
1549,0.01089,-0.183125,-0.059357
1550,0.0109,-0.166421,-0.059357
1551,0.01091,-0.166421,-0.0760607
1552,0.01092,-0.149717,-0.059357
1553,0.01093,-0.133014,-0.0760607
1554,0.01094,-0.11631,-0.0760607
1555,0.01095,-0.0996062,-0.0760607
1556,0.01096,-0.0829025,-0.059357
1557,0.01097,-0.0829025,-0.0760607
1558,0.01098,-0.0494951,-0.0760607
1559,0.01099,-0.0494951,-0.0760607
1560,0.011,0.000616087,-0.059357
1561,0.01101,0.0340235,-0.059357
1562,0.01102,0.0173198,-0.059357
1563,0.01103,0.0507273,-0.059357
1564,0.01104,0.067431,-0.059357
1565,0.01105,0.0841347,-0.059357
1566,0.01106,0.100838,-0.059357
1567,0.01107,0.100838,-0.0760607
1568,0.01108,0.117542,-0.0760607
1569,0.01109,0.134246,-0.0760607
1570,0.0111,0.15095,-0.0760607
1571,0.01111,0.167653,-0.0760607
1572,0.01112,0.201061,-0.0760607
1573,0.01113,0.217764,-0.059357
1574,0.01114,0.234468,-0.059357
1575,0.01115,0.251172,-0.059357
1576,0.01116,0.267876,-0.059357
1577,0.01117,0.284579,-0.059357
1578,0.01118,0.284579,-0.059357
1579,0.01119,0.301283,-0.059357
1580,0.0112,0.317987,-0.059357
1581,0.01121,0.334691,-0.059357
1582,0.01122,0.368098,-0.059357
1583,0.01123,0.368098,-0.059357
1584,0.01124,0.368098,-0.0426533
1585,0.01125,0.384802,-0.0426533
1586,0.01126,0.384802,-0.0426533
1587,0.01127,0.401505,-0.0259496
1588,0.01128,0.401505,-0.0259496
1589,0.01129,0.434913,-0.00924586
1590,0.0113,0.434913,-0.00924586
1591,0.01131,0.434913,0.0241616
1592,0.01132,0.451617,0.0241616
1593,0.01133,0.451617,0.0408653
1594,0.01134,0.451617,0.0408653
1595,0.01135,0.451617,0.0742728
1596,0.01136,0.46832,0.0742728
1597,0.01137,0.46832,0.0742728
1598,0.01138,0.46832,0.10768
1599,0.01139,0.46832,0.10768
