;Scopy version,f4beeb1
;Exported on,Freitag August 30/08/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1411,0.00964,-2.23638,-0.0426533
1412,0.00965,-2.22051,-0.0426533
1413,0.00966,-2.20305,-0.0760607
1414,0.00967,-2.18559,-0.0760607
1415,0.00968,-2.16972,-0.0426533
1416,0.00969,-2.15385,-0.0426533
1417,0.0097,-2.13957,-0.0426533
1418,0.00971,-2.12052,-0.0426533
1419,0.00972,-2.10307,-0.0760607
1420,0.00973,-2.0872,-0.0426533
1421,0.00974,-2.07133,-0.0426533
1422,0.00975,-2.05387,-0.0426533
1423,0.00976,-2.03958,-0.0426533
1424,0.00977,-2.02213,-0.0426533
1425,0.00978,-2.00467,-0.0426533
1426,0.00979,-1.9888,-0.0426533
1427,0.0098,-1.97293,-0.0426533
1428,0.00981,-1.95706,-0.0426533
1429,0.00982,-1.9396,-0.0426533
1430,0.00983,-1.92056,-0.0426533
1431,0.00984,-1.90786,-0.0426533
1432,0.00985,-1.88882,-0.0426533
1433,0.00986,-1.87136,-0.0426533
1434,0.00987,-1.8539,-0.0426533
1435,0.00988,-1.83803,-0.0426533
1436,0.00989,-1.82057,-0.0426533
1437,0.0099,-1.80629,-0.0426533
1438,0.00991,-1.78724,-0.0426533
1439,0.00992,-1.77296,-0.0426533
1440,0.00993,-1.7555,-0.0426533
1441,0.00994,-1.73805,-0.0426533
1442,0.00995,-1.72059,-0.0426533
1443,0.00996,-1.7063,-0.0760607
1444,0.00997,-1.68885,-0.0760607
1445,0.00998,-1.67298,-0.0760607
1446,0.00999,-1.65711,-0.0760607
1447,0.01,-1.64124,-0.0760607
1448,0.01001,-1.62219,-0.0760607
1449,0.01002,-1.6095,-0.0760607
1450,0.01003,-1.59204,-0.0760607
1451,0.01004,-1.57458,-0.0760607
1452,0.01005,-1.55712,-0.0760607
1453,0.01006,-1.53966,-0.0426533
1454,0.01007,-1.52379,-0.0426533
1455,0.01008,-1.50634,-0.0426533
1456,0.01009,-1.48888,-0.0426533
1457,0.0101,-1.47618,-0.0426533
1458,0.01011,-1.45714,-0.0426533
1459,0.01012,-1.44127,-0.0426533
1460,0.01013,-1.42381,-0.0426533
1461,0.01014,-1.40794,-0.0426533
1462,0.01015,-1.39207,-0.0760607
1463,0.01016,-1.37461,-0.0760607
1464,0.01017,-1.35715,-0.0760607
1465,0.01018,-1.34287,-0.0426533
1466,0.01019,-1.32541,-0.0426533
1467,0.0102,-1.30954,-0.0426533
1468,0.01021,-1.29209,-0.0760607
1469,0.01022,-1.27622,-0.0259496
1470,0.01023,-1.26034,-0.0927645
1471,0.01024,-1.24289,-0.0426533
1472,0.01025,-1.22384,-0.0426533
1473,0.01026,-1.21115,-0.0426533
1474,0.01027,-1.1921,-0.0760607
1475,0.01028,-1.17464,-0.0760607
1476,0.01029,-1.15877,-0.0760607
1477,0.0103,-1.14449,-0.0426533
1478,0.01031,-1.12545,-0.0426533
1479,0.01032,-1.10958,-0.0426533
1480,0.01033,-1.09212,-0.0426533
1481,0.01034,-1.07625,-0.0426533
1482,0.01035,-1.05879,-0.0426533
1483,0.01036,-1.04292,-0.0426533
1484,0.01037,-1.02705,-0.0426533
1485,0.01038,-1.00959,-0.0426533
1486,0.01039,-0.992134,-0.0426533
1487,0.0104,-0.979438,-0.0426533
1488,0.01041,-0.96198,-0.0426533
1489,0.01042,-0.94611,-0.0760607
1490,0.01043,-0.927065,-0.0760607
1491,0.01044,-0.912782,-0.0760607
1492,0.01045,-0.893737,-0.0760607
1493,0.01046,-0.879454,-0.0760607
1494,0.01047,-0.861996,-0.0760607
1495,0.01048,-0.846126,-0.0426533
1496,0.01049,-0.827081,-0.0426533
1497,0.0105,-0.812798,-0.0760607
1498,0.01051,-0.793753,-0.0426533
1499,0.01052,-0.777883,-0.0426533
1500,0.01053,-0.760425,-0.0426533
1501,0.01054,-0.742968,-0.0426533
1502,0.01055,-0.728684,-0.0426533
1503,0.01056,-0.711227,-0.0426533
1504,0.01057,-0.693769,-0.0426533
1505,0.01058,-0.677899,-0.0426533
1506,0.01059,-0.660441,-0.0426533
1507,0.0106,-0.644571,-0.0426533
1508,0.01061,-0.627113,-0.0426533
1509,0.01062,-0.611243,-0.0426533
1510,0.01063,-0.596959,-0.0426533
1511,0.01064,-0.579502,-0.0426533
1512,0.01065,-0.560457,-0.0426533
1513,0.01066,-0.546174,-0.0426533
1514,0.01067,-0.530303,-0.0426533
1515,0.01068,-0.514433,-0.0760607
1516,0.01069,-0.496976,-0.0760607
1517,0.0107,-0.482692,-0.0760607
1518,0.01071,-0.463648,-0.0760607
1519,0.01072,-0.44619,-0.0760607
1520,0.01073,-0.428733,-0.0760607
1521,0.01074,-0.411275,-0.0760607
1522,0.01075,-0.395405,-0.0426533
1523,0.01076,-0.377947,-0.0426533
1524,0.01077,-0.362077,-0.0426533
1525,0.01078,-0.344619,-0.0426533
1526,0.01079,-0.328749,-0.0426533
1527,0.0108,-0.312878,-0.0426533
1528,0.01081,-0.295421,-0.0426533
1529,0.01082,-0.277963,-0.0426533
1530,0.01083,-0.26368,-0.0426533
1531,0.01084,-0.244635,-0.0426533
1532,0.01085,-0.230352,-0.0760607
1533,0.01086,-0.214481,-0.0760607
1534,0.01087,-0.197024,-0.0760607
1535,0.01088,-0.181153,-0.0259496
1536,0.01089,-0.162109,-0.0760607
1537,0.0109,-0.149412,-0.0426533
1538,0.01091,-0.130368,-0.0426533
1539,0.01092,-0.114497,-0.0426533
1540,0.01093,-0.0970399,-0.0426533
1541,0.01094,-0.0811694,-0.0426533
1542,0.01095,-0.0652989,-0.0426533
1543,0.01096,-0.0462544,-0.0426533
1544,0.01097,-0.033558,-0.0426533
1545,0.01098,-0.0145134,-0.0426533
1546,0.01099,-0.000230028,-0.0426533
1547,0.011,0.0172275,-0.0760607
1548,0.01101,0.0330979,-0.0760607
1549,0.01102,0.0505555,-0.0259496
1550,0.01103,0.0664259,-0.0760607
1551,0.01104,0.0838834,-0.0426533
1552,0.01105,0.101341,-0.0426533
1553,0.01106,0.115624,-0.0426533
1554,0.01107,0.134669,-0.0760607
1555,0.01108,0.147365,-0.0760607
1556,0.01109,0.16641,-0.0426533
1557,0.0111,0.180693,-0.0426533
1558,0.01111,0.198151,-0.0426533
1559,0.01112,0.214021,-0.0426533
1560,0.01113,0.231479,-0.0426533
1561,0.01114,0.248936,-0.0426533
1562,0.01115,0.264807,-0.0426533
1563,0.01116,0.27909,-0.0426533
1564,0.01117,0.296548,-0.0426533
1565,0.01118,0.310831,-0.0426533
1566,0.01119,0.326702,-0.0426533
1567,0.0112,0.342572,-0.0426533
1568,0.01121,0.360029,-0.0426533
1569,0.01122,0.372726,-0.0426533
1570,0.01123,0.387009,-0.0259496
1571,0.01124,0.40288,-0.0259496
1572,0.01125,0.413989,-0.0259496
1573,0.01126,0.426685,-0.0259496
1574,0.01127,0.436208,-0.0259496
1575,0.01128,0.447317,-0.00924586
1576,0.01129,0.456839,-0.00924586
1577,0.0113,0.463187,-0.00924586
1578,0.01131,0.474297,0.00745786
1579,0.01132,0.480645,0.00745786
1580,0.01133,0.48858,0.0408653
1581,0.01134,0.493341,0.0408653
1582,0.01135,0.498103,0.0408653
1583,0.01136,0.502864,0.0742728
1584,0.01137,0.509212,0.0742728
1585,0.01138,0.513973,0.0742728
1586,0.01139,0.517147,0.0909765
1587,0.0114,0.520321,0.0909765
1588,0.01141,0.523495,0.10768
1589,0.01142,0.526669,0.10768
1590,0.01143,0.529843,0.124384
1591,0.01144,0.534605,0.157791
1592,0.01145,0.539366,0.157791
1593,0.01146,0.539366,0.157791
1594,0.01147,0.544127,0.174495
1595,0.01148,0.544127,0.191199
1596,0.01149,0.548888,0.224606
1597,0.0115,0.548888,0.258014
1598,0.01151,0.552062,0.258014
1599,0.01152,0.556823,0.258014
